proto,dst_port,total_size,avg_size,std_size,pkt_count,duration,avg_inter_arrival,max_inter_arrival,label,packets_per_second,bytes_per_second
6,80,5839,319,27,24,8.722629471115228,0.24452990799753238,0.27213310910834326,Normal,2.7514635727691776,669.4081583916345
6,22,2066,422,27,10,0.9809386972918812,0.31918781651629974,0.2283222007551104,Normal,10.194306569106534,2106.14373717741
17,22,8642,126,97,32,6.1517195651642025,0.4916432785360653,0.25139701236876993,Normal,5.20179674304596,1404.8102329188496
17,443,9533,217,49,20,6.2251573769858375,0.10293322822079021,0.24349330703341132,Normal,3.212769666060096,1531.3666613275448
17,53,7961,488,18,14,1.7248556788191354,0.0736684253069581,0.7887596156237665,Normal,8.116616395968983,4615.455937736362
6,443,6918,364,4,4,3.126666175069472,0.026774879388688493,0.6418435925464286,Normal,1.2793174892083368,2212.579597585818
6,443,3330,120,95,8,1.3762697658415681,0.39640045985687367,0.39387158849498194,Normal,5.81280965821295,2419.5820202311406
17,53,6523,72,29,33,6.723734948648306,0.34893055459545735,0.30497974757421936,Normal,4.907985716874276,970.1451767021487
17,22,6686,184,70,38,3.972638027587206,0.12254607246787842,0.8819688667170832,Normal,9.565429865667761,1683.0122126803858
17,443,7385,228,92,19,7.962640411135595,0.21337203007214744,0.14543390035744289,Normal,2.3861428662891786,927.4560561866097
6,80,9312,493,42,31,3.2947974239144795,0.27154975014969573,0.2532186252224573,Normal,9.408769827918505,2826.273052825068
17,80,853,388,89,5,0.622716722655921,0.27199205461263654,0.7421479181229291,Normal,8.029320216991351,1369.8020290187244
6,80,3670,457,95,27,3.7437499604516153,0.358462553189989,0.8686857568906146,Normal,7.212018183160063,980.3002493406456
17,80,2064,317,65,33,3.5349533113613094,0.01747784456500033,0.7682275032915283,Normal,9.335339892212557,583.883076894749
17,80,5372,354,86,19,6.185564030959886,0.4039399041656203,0.7748234598536177,Normal,3.0716676495843984,868.4736112403889
17,80,578,221,56,12,6.96402283377498,0.47010022745851454,0.40716570990998113,Normal,1.7231417189873652,82.99799279789143
17,80,7589,228,24,30,7.861955167057658,0.016768687278170064,0.9565666261526193,Normal,3.8158442202594367,965.2813929182955
17,80,9775,258,86,42,2.4811358772059986,0.4235589668646712,0.6749685292069756,Normal,16.927723893772473,3939.726215752998
17,22,6691,108,4,49,2.9339022563058514,0.3642109073579799,0.611134604918997,Normal,16.701300526758704,2280.579629072296
6,443,1277,227,1,40,3.0065708294229982,0.21400921255421512,0.8124793216672932,Normal,13.304189046325408,424.73623530393866
6,53,4820,133,93,49,1.1232785745718006,0.4072090957964392,0.8795623332361743,Normal,43.62226564894054,4291.006539344764
6,22,6315,290,76,28,6.910642182496444,0.17432400807699236,0.5084752090674151,Normal,4.051721274065999,913.8078516330993
17,53,874,435,24,41,1.479567427321059,0.025158650427530297,0.6869144001055724,Normal,27.710783254705937,590.7127942588534
6,22,9296,347,96,18,3.5989511668212883,0.3770162381653452,0.6191286097506016,Normal,5.001455747576157,2582.9740349704425
6,22,8411,423,85,38,2.789484577663387,0.27373983619911646,0.9746069808968155,Normal,13.6225834269524,3015.2512948446483
17,443,6309,68,19,46,1.8327692225635224,0.1449439370163143,0.6923853119593409,Normal,25.09861816483418,3442.330043520409
6,80,6190,218,7,19,8.526015600711446,0.1792777597090467,0.7417277746625847,Normal,2.2284732589442253,726.0131301507765
17,53,4107,63,15,43,8.316226260634776,0.4799412119559056,0.5617845780499906,Normal,5.170613867605852,493.85374777342406
6,22,3637,287,43,15,7.861626123466565,0.49814696777080186,0.10057977212860686,Normal,1.9080019650417848,462.6268764571314
6,53,4070,222,48,18,1.5060563798795228,0.0780108140225639,0.5771591915622327,Normal,11.951735863768958,2702.420275863314
17,443,2131,128,80,14,1.6826837820274876,0.23755188450795736,0.27088194887452144,Normal,8.320037210493595,1266.4285211115607
17,53,9733,299,58,44,5.334582091339196,0.43932474499019475,0.7091686226533128,Normal,8.248067233489135,1824.5099632624942
6,80,614,168,62,44,3.4175951397226503,0.2727033477837351,0.3187575849223635,Normal,12.874546377375868,179.65844262974508
6,22,3936,60,11,46,1.5074599020862998,0.33654202790796806,0.9946664937439,Normal,30.51488760759022,2611.0129918146763
6,443,300,84,53,37,9.851831288056957,0.21174475568557946,0.45332689953564775,Normal,3.755646555702522,30.451188289479905
6,53,6722,360,94,13,3.441011380601988,0.12349809921943705,0.7847657456869954,Normal,3.7779579269417547,1953.4948603771134
17,53,9313,413,94,10,9.448094155001453,0.3287247710146558,0.5575544764164323,Normal,1.0584144037442713,985.7013342070398
17,53,6109,425,48,34,0.9145162534906018,0.4527313811079596,0.4205090743420079,Normal,37.178084798538364,6680.0270598314955
17,22,2498,278,2,7,8.640671412182643,0.2572267254634115,0.5611903931926113,Normal,0.8101221370376884,289.09787118859225
6,22,1788,378,32,23,5.994627816704716,0.37192793142651487,0.4225950862340824,Normal,3.8367679973625526,298.2670077949671
17,22,9077,308,95,47,7.204269849205596,0.17653058170747202,0.7141505792284297,Normal,6.523907968449384,1259.9470772258524
6,80,8922,442,42,44,4.548286843693181,0.27811771809766944,0.5506405473991721,Normal,9.673969966745172,1961.6172737113734
17,80,8751,146,90,48,6.4899347582199995,0.19966653651454927,0.36571150103266414,Normal,7.396067047228369,1348.3954735478221
6,22,7494,213,42,44,7.433270114633382,0.26280175080469276,0.4295181398389092,Normal,5.919332057373792,1008.1698735899818
6,22,7310,60,7,32,3.8407673285153354,0.3084889642474369,0.6419165804266551,Normal,8.331666287294587,1903.265017503857
17,22,460,104,49,5,5.710514192281212,0.29785355678176406,0.7705920110836767,Normal,0.8755777424002652,80.5531523008244
17,22,7097,165,64,5,0.2528841449686383,0.21409538714449716,0.49370638221096264,Normal,19.77182171226419,28064.123738387792
17,443,1042,223,82,23,9.498500506967547,0.492866235429153,0.382165485524509,Normal,2.4214345792468994,109.70151441631604
17,443,659,311,98,49,2.815571943318658,0.37977802384626896,0.9027324995098522,Normal,17.403207441766614,234.05538171682036
17,443,3972,220,23,1,4.479889617230587,0.4773363479773001,0.49715081177039944,Normal,0.22321973580198431,886.6287906054816
17,80,3789,410,92,17,0.5600734926228992,0.1395351939079274,0.496320796832352,Normal,30.353105209963882,6765.171508267832
17,53,9436,131,53,10,2.4586238866059107,0.1482864841999696,0.8105317845457346,Normal,4.067314235074236,3837.917712216049
6,80,7627,475,93,44,5.918736117974646,0.29479116677087414,0.5210167739569895,Normal,7.4340182919048985,1288.6194889172423
6,443,3651,485,82,40,5.247643896390467,0.03211762099425601,0.2640137978551871,Normal,7.6224669903852575,695.7406745474144
6,22,9350,415,9,37,7.3802402861598075,0.19770299849125186,0.25711531974908514,Normal,5.013386224836068,1266.8962487085737
17,443,6937,83,18,38,5.623434924002798,0.287527141191494,0.7434677749161114,Normal,6.757434513977951,1233.5874532490802
17,22,2427,131,27,18,0.5889609082669679,0.22789202526197191,0.8273335156788815,Normal,30.562248164682426,4120.809794204681
6,53,4500,270,38,24,2.3405381099245193,0.37300620577360166,0.10528036703211492,Normal,10.254047838052996,1922.6339696349366
6,80,4486,146,95,17,5.761834416462984,0.09003335269198784,0.14460716549668004,Normal,2.9504487322610444,778.5713537013556
17,443,395,112,72,49,6.954964241877877,0.049603198854904225,0.16007100031360472,Normal,7.04532636697545,56.7939574480674
6,443,5718,141,4,36,0.2926108604282399,0.4516759633545425,0.736798666894248,Normal,123.02987290847918,19541.24481363011
17,53,7092,263,24,9,1.1406794324200278,0.1601837858529243,0.9055744648626863,Normal,7.890027517089878,6217.341683466824
17,80,960,310,87,29,9.717448211768604,0.27937321311567676,0.5490432787555167,Normal,2.984322260710012,98.79135759591763
17,22,4417,275,0,6,0.39519557352594137,0.06639986117697125,0.6867097742914055,Normal,15.182317868973502,11176.716337875994
6,22,8932,375,30,49,4.151972677788899,0.18458536517285828,0.1535250982907383,Normal,11.801616243890681,2151.266046743501
17,443,866,359,86,1,9.10871115704115,0.13074266743175642,0.3209879430171337,Normal,0.10978500393461083,95.07381340737298
17,53,257,436,72,21,2.5351833751313264,0.4904657627728719,0.1713707776815476,Normal,8.283421200445103,101.37329754830435
6,53,7041,188,88,2,2.4879496374282226,0.020785163812304656,0.6592412061670121,Normal,0.8038744699803956,2830.040071565983
6,80,2773,84,4,17,8.125983329067468,0.17196381214927992,0.7086651300889952,Normal,2.0920542437165772,341.25096575447463
6,443,4931,169,65,41,9.935411627247614,0.48533858377358075,0.47488157333445147,Normal,4.126652967342147,496.3055068771738
6,22,7120,126,27,9,6.65717769150967,0.32830981226796724,0.7593687660270514,Normal,1.3519240532747425,1069.5221399240186
6,443,5039,451,32,22,3.4886827194911425,0.17874234264468902,0.921438305026267,Normal,6.3061033240379,1444.3843022648628
6,53,7533,210,62,7,0.2940432892081901,0.39937982220710233,0.7037788169789326,Normal,23.80593759820936,25618.58970390159
17,53,7590,484,10,44,7.071801764114643,0.18351548186009647,0.6335448651645692,Normal,6.2218929836780585,1073.276539684465
6,22,1813,460,94,34,3.632140025401802,0.3928367869034491,0.3873498553220859,Normal,9.360870010888076,499.1546273452966
6,80,4765,323,21,10,5.393989640468215,0.08092196311080653,0.22574234724525968,Normal,1.8539149706666842,883.390483522675
17,443,1442,78,74,16,0.8253357552282243,0.44842937751053613,0.8676361414378191,Normal,19.386026247644377,1747.1656155689495
6,80,3971,306,62,42,3.381349298817149,0.40916244005110153,0.9999726074918578,Normal,12.421073325260704,1174.3829089192918
17,443,4039,191,88,21,9.455510319755039,0.48112959504074154,0.2670116805765841,Normal,2.220926958875878,427.1582850904606
17,53,4563,330,27,14,1.5844200059495432,0.19328431451049533,0.46036901168507505,Normal,8.836035338732335,2879.9163750454036
17,80,3248,191,56,1,8.049816829113396,0.2078880279423231,0.7796008186508635,Normal,0.12422641371874868,403.4873917584957
6,443,4554,342,37,35,6.119676573697669,0.17836549904702528,0.18864941180484407,Normal,5.719255561833805,744.1568522454614
17,80,5978,350,8,42,5.905934391431369,0.26205851736857916,0.9899846992604613,Normal,7.111489919265918,1012.2020651755157
17,80,2240,346,18,30,6.346549058792981,0.28289681020187,0.3457936094401657,Normal,4.726977605484381,352.94766120950044
17,53,6438,288,78,16,6.9896509966360245,0.294532119284402,0.1328832634672772,Normal,2.2890982280234367,921.0758995009303
6,443,100,265,80,26,0.4114721998474502,0.4739931055053524,0.2973502098218398,Normal,63.18759036952894,243.02919372895747
17,53,2072,363,31,26,5.600616376846271,0.04171137929178867,0.7197890020620432,Normal,4.642345343477239,369.95921352634
6,443,6743,460,73,48,8.026212699645358,0.23529035735776924,0.9090756418193565,Normal,5.980403935933192,840.1221612499482
6,53,7732,228,50,24,5.199108862125479,0.152950842429619,0.5872799229015344,Normal,4.616174813853311,1487.1776525297419
17,53,2044,154,4,43,4.579291922699314,0.35604794246516963,0.8851082840550523,Normal,9.39009596587527,446.357119866257
17,80,9393,215,47,49,2.5059694503320236,0.3223258384335546,0.4351792583343965,Normal,19.55330318979134,3748.248507381838
17,443,700,137,15,48,8.280402757230377,0.4512362415927766,0.3523076984769513,Normal,5.796818779288005,84.5369405312834
6,443,1239,413,14,25,1.7680240175113529,0.4590971531559023,0.516328987499716,Normal,14.140071408712107,700.781939015772
17,53,4789,430,43,34,3.5636401859963,0.40515717220709696,0.3801194400975675,Normal,9.540803415789037,1343.850222300403
17,443,7664,174,10,12,6.3042524291372475,0.31978707281596314,0.9904340345270066,Normal,1.9034767772085313,1215.687168377182
6,443,3950,444,52,36,7.3821999187859815,0.17000532734182947,0.40780489043584145,Normal,4.876594446026034,535.0707794945231
6,80,2612,122,13,23,6.720138180446595,0.3295424755691326,0.6636347987489198,Normal,3.422548161937251,388.68242604261303
6,443,8761,171,91,25,3.0372477245118064,0.33223439861534426,0.21184642479239157,Normal,8.231133590818574,2884.518455566461
6,443,949,116,4,35,3.7782124097663243,0.30913314736402703,0.4703328947269667,Normal,9.263637651999305,251.176918049924
6,80,9245,431,62,12,1.1559163320749306,0.011513320062672304,0.5659172407188606,Normal,10.381365230037158,7997.976795974461
17,80,387,354,84,36,9.363211140024742,0.3568741521334926,0.2861848163041233,Normal,3.844834386066241,41.33196965021209
6,443,3880,257,0,17,9.505324486995155,0.35336369206444074,0.9299774634176389,Normal,1.7884711074080304,408.19222922018577
6,53,7471,172,50,14,8.19466395293306,0.1981012483426134,0.7648420322140357,Normal,1.70842860329379,911.690721086279
17,22,5104,312,43,49,4.867731814876121,0.40142871711832745,0.6857197100645774,Normal,10.066287913390127,1048.5374185702694
6,443,9808,246,20,30,9.367222024948955,0.3822567754871474,0.730127797022025,Normal,3.202656744704067,1047.055245068583
6,80,4504,171,67,4,6.868012833040011,0.2969254348700393,0.9395644046578813,Normal,0.5824100092456376,655.7936704105879
17,22,3535,268,89,20,4.160642700495964,0.08822319110367031,0.12257636247824964,Normal,4.806948501169646,849.6281475817348
6,80,2943,342,40,34,0.15475601998968402,0.27134415286245245,0.9563314246711797,Normal,219.69924209103027,19016.907925703003
17,53,9285,125,62,43,1.2696867498209525,0.03303073486045951,0.3759747795859337,Normal,33.86659437020144,7312.821598309775
17,443,8344,301,53,30,4.806484406601864,0.293805110573489,0.8285959899992669,Normal,6.241566854399271,1735.9877944369173
6,53,7228,233,80,40,0.6196765510105946,0.23357624489719495,0.2658381070124226,Normal,64.54969997665144,11664.130785780915
17,53,7713,320,49,20,5.064679197506297,0.2014845248646775,0.20066179141239399,Normal,3.9489166581233355,1522.8997092052643
6,443,9687,455,29,35,5.156153245152811,0.4007992673590289,0.9152279759423585,Normal,6.788004845452935,1878.725798225788
17,22,6521,238,77,29,0.17804170895453247,0.4341194447969121,0.5904451196393681,Normal,162.882266677968,36626.04348300101
6,443,202,90,71,8,3.855148105568986,0.015286056264719926,0.6917581648155299,Normal,2.075146714414635,52.397454538969534
6,80,8382,449,90,30,0.19697705813209265,0.4979635071283323,0.6585026411391466,Normal,152.30122727619806,42552.962900969746
6,22,2964,286,10,39,2.054675023371831,0.16418110481703774,0.32080969650971464,Normal,18.981094613640817,1442.563190636702
6,53,4446,67,26,2,4.794704060007881,0.06073380231542025,0.38074329018428654,Normal,0.41712680445806455,927.2728863102775
6,80,2484,293,23,13,5.233345100504736,0.4559545827566142,0.43937485482425354,Normal,2.4840703730154976,474.6485235823459
17,22,7097,94,92,16,1.1693257879127392,0.4499126438250105,0.7411275332918273,Normal,13.68308685424044,6069.304212784025
6,53,3555,372,9,25,1.5598522415721219,0.4808561083350557,0.7831912405796067,Normal,16.027148794333606,2279.060558554239
17,443,3015,424,62,3,1.3587851642671815,0.195417317967403,0.1465779411432785,Normal,2.2078529196814096,2218.892184279817
17,443,2033,279,2,11,6.339247914148798,0.3511864242626724,0.18437671351253657,Normal,1.7352213407251929,320.70045324493793
17,80,8662,285,38,26,0.8502082682855314,0.0994579323558888,0.740929080529623,Normal,30.580706385887392,10188.07995055987
17,443,4583,105,57,35,3.742345623561274,0.39046672509936214,0.663253234537688,Normal,9.352420692312426,1224.632686653367
17,443,9650,340,44,24,1.6654275588654883,0.141057664787161,0.5817889134215393,Normal,14.410705203920074,5794.304384076197
6,22,6982,272,9,12,1.2267104433677938,0.036407590933589876,0.5662755460726513,Normal,9.782251616611152,5691.640065598255
6,22,3811,230,44,40,3.877859905140583,0.18991149988518585,0.796552495330461,Normal,10.314965125998992,982.758302379554
6,443,6535,257,17,22,1.9944480053993205,0.054822846918436044,0.7359539625199394,Normal,11.0306154433842,3276.59417829617
6,53,1987,429,56,21,8.248646965879423,0.14583843595577023,0.9035431693880968,Normal,2.545871770363654,240.88796227202764
6,80,9115,356,82,25,2.062923684167743,0.4306784979727297,0.712157210392285,Normal,12.118716786835039,4418.484140480055
17,53,9071,258,30,2,7.377147736845044,0.29398036857050713,0.42528284832605756,Normal,0.2711074523970262,1229.6078503467124
17,80,5898,437,64,42,0.21625403576504953,0.26102505375918156,0.7851273437841794,Normal,194.2151305351841,27273.353330869424
6,80,7373,62,31,34,5.952549303699692,0.28099385066207205,0.4982586622726126,Normal,5.711837492388423,1238.6287597464661
17,53,3147,271,74,43,1.2727364199735147,0.3528295440490505,0.4460912358294338,Normal,33.7854449198915,2472.6231433232224
6,53,4718,53,26,17,3.788172339402413,0.010400788176396714,0.4798290787591054,Normal,4.487651033065387,1245.4551514119119
17,80,1796,228,53,8,6.2476893617894556,0.3067927562710851,0.3487415831300828,Normal,1.2804731887686973,287.4662308785725
6,53,797,324,52,27,1.940811166015385,0.12230565609534502,0.240985585619732,Normal,13.911701746713993,410.6528256344834
17,443,7701,106,80,10,4.669158864789485,0.37736795762482106,0.48557483360534603,Normal,2.1417129182941057,1649.333118378291
6,80,7014,200,22,23,7.855909450938441,0.040187746468827924,0.8139727029197312,Normal,2.9277319470020813,892.8309511422868
17,80,4576,408,59,44,0.7513072482060569,0.1480728770432402,0.1741482678784335,Normal,58.56451077844733,6090.709120958522
17,80,647,78,54,11,5.688754014502608,0.19014587010509876,0.9267560343928052,Normal,1.9336392535725633,113.7331451874044
6,443,6578,166,12,7,5.449015498364696,0.07433941565256738,0.8366397990779575,Normal,1.2846354937814501,1207.190325442054
17,80,8910,411,82,13,1.156981788152844,0.05388393972982082,0.6274742631221825,Normal,11.236122207794354,7701.06529780367
17,22,6191,126,36,16,8.496283317743412,0.3520562164408186,0.577454568405349,Normal,1.8831761510836014,728.6714719599111
6,22,2296,122,84,16,1.6409084259842275,0.45147757803566424,0.10354625439812472,Normal,9.750690529675703,1399.2240910084633
6,53,5450,397,50,42,4.392798786877595,0.4285933930326079,0.4453638126759789,Normal,9.561100445657603,1240.6666054484272
6,443,7116,205,70,10,5.8606863787736,0.2982095450796751,0.2526207217221532,Normal,1.7062844942417976,1214.1920461024633
17,22,8926,308,89,23,9.68809885211729,0.4608074860810674,0.45969649383606903,Normal,2.3740465469060434,921.3364990297105
17,53,4276,329,20,49,0.9599350502278388,0.08204965639554022,0.7993105567739826,Normal,51.04506700042149,4454.4633978327
6,443,7788,391,16,2,4.94466655953218,0.2186672830968909,0.2529117541152711,Normal,0.404476130279873,1575.0300513098255
17,53,1580,328,50,48,2.507784676687725,0.02163556986151572,0.9539156162938421,Normal,19.14039163960703,630.0378914703982
6,443,8397,415,15,49,0.6583229044279804,0.39140101768775704,0.4017545899077667,Normal,74.43144578287226,12755.11939262813
17,443,3121,103,59,12,7.542779520311103,0.42564139295131864,0.21102932205913333,Normal,1.5909252519924917,413.7731426223806
6,53,7168,291,70,7,8.978083967990468,0.09508678252234302,0.6976819818592254,Normal,0.7796762923225915,798.3885233383337
6,80,5274,139,49,29,8.918044276819032,0.06398228681973399,0.25950648108075636,Normal,3.2518336810175943,591.3852011616135
17,22,5731,463,44,18,6.980259671470987,0.021823510984323266,0.2681087913564299,Normal,2.578700258798038,821.0295101761975
17,80,3427,415,8,49,1.4135475168127605,0.49112355031356375,0.45089559073882246,Normal,34.66453356018099,2424.395030831434
6,53,4874,355,54,41,4.156895291502235,0.43089753645870305,0.49328635039434676,Normal,9.863127950489057,1172.5094056264306
6,53,8745,328,58,39,5.819658154640416,0.17832878149592804,0.782976163240344,Normal,6.701423393310347,1502.6653224230508
17,22,127,380,18,7,3.958154631307958,0.23554945949464376,0.8257039007874134,Normal,1.7685004461754517,32.08565095204034
17,80,1437,220,13,6,0.8766281227076191,0.19762644277470967,0.4621670741327911,Normal,6.844399580826122,1639.2336996078564
17,80,7522,320,92,21,7.8331521722154855,0.4654255065119491,0.15551494593966048,Normal,2.6809127229233636,960.2774048490257
17,80,5952,203,45,46,9.234558285924074,0.37961303350297704,0.5562545559101517,Normal,4.981288069709644,644.5353606719958
17,80,8469,440,60,13,7.042122551826886,0.027469544917554795,0.847438506766899,Normal,1.8460340697412936,1202.620195126078
17,80,148,95,73,36,6.537053508455128,0.18726148537004514,0.42402348080736296,Normal,5.507067434337137,22.640166118941565
17,53,419,470,73,17,1.4393276749628598,0.47292044661493565,0.13726340159531003,Normal,11.811061848287478,291.10793614308545
6,53,8924,93,36,16,5.418335062593382,0.08226926419837592,0.6665510905268882,Normal,2.9529360702558396,1647.0000931851944
6,22,7602,395,14,36,6.5741956829707915,0.39085091100995534,0.7301147048685694,Normal,5.475954209470363,1156.3389972331581
17,22,3439,225,29,14,2.290416619561632,0.3361336576250764,0.7655428117763278,Normal,6.112422416083007,1501.4729063506759
17,443,3036,376,60,40,5.276388501784311,0.014720621767595074,0.671212044852643,Normal,7.580941472662934,575.3934577751168
17,53,8691,470,14,37,7.434301017672586,0.06514994353645155,0.19738026868730096,Normal,4.976929900351745,1169.0404801069465
6,443,7443,78,18,41,7.972566046234813,0.12686615836269807,0.33176026267278147,Normal,5.142634707520331,933.5763445871665
6,80,2358,119,10,18,8.87365021114139,0.06847166625139248,0.8489256343516761,Normal,2.0284772943746026,265.73052556307294
17,443,4960,139,6,18,1.7273415659775537,0.023019375456961033,0.38227432444161247,Normal,10.420631294877674,2871.462845699626
6,22,9011,240,6,19,8.17630525694322,0.28147514817672925,0.19096482692691955,Normal,2.3237877108462555,1102.0868980229268
6,53,9956,76,57,49,4.7888035680393415,0.2254928777236939,0.5306765740972511,Normal,10.232198725967605,2079.015724810887
6,22,4849,407,27,38,7.03631918899271,0.3770117131793138,0.9808199586711684,Normal,5.40055014259377,689.1386221430839
6,80,5904,268,80,29,6.935782871983733,0.272663113313059,0.5314796393090742,Normal,4.1812144863887735,851.2375975048041
6,80,3170,277,92,10,8.632882032346398,0.1504307531799131,0.6829347729080933,Normal,1.1583615766055415,367.20061978395665
6,22,5748,293,35,34,6.069177857477351,0.3521549204786957,0.5140415113631652,Normal,5.6020757994487695,947.0803439773978
17,443,1136,449,84,22,4.138186027223932,0.227381736841751,0.3211207280667481,Normal,5.316337771895853,274.51635040334946
6,443,2918,125,75,39,4.717845692929885,0.2824729707658922,0.5310627128572721,Normal,8.266483109433164,618.5025054698966
17,53,7554,471,30,15,0.4714570588733822,0.3135482603898839,0.12962477819327595,Normal,31.81619174321612,16022.634161883638
6,22,7364,181,89,21,9.812617908168882,0.43469891438661823,0.7559699676852691,Normal,2.140101454721508,750.4622434556755
6,22,6131,480,33,20,3.3400516898139365,0.21885532043221387,0.7406574373954282,Normal,5.987929490152484,1835.5997852062442
6,22,6084,496,50,4,2.5892060525363187,0.2672629393468608,0.16197697818714063,Normal,1.5448745190469435,2349.7541434704012
6,80,8069,97,12,28,4.002569926700171,0.15088496566846585,0.5836646175164254,Normal,6.995503768145332,2015.95428232731
6,22,8103,461,90,26,5.750656789941374,0.40764061434282045,0.7830870140117563,Normal,4.5212219105573075,1409.0561977402253
17,443,9146,108,44,30,5.733894896574289,0.10623786268789419,0.873342694892955,Normal,5.232044763478087,1595.076046892353
6,80,8670,420,17,41,9.358939668805084,0.08636862035146492,0.1627477356278928,Normal,4.380837687822925,926.3868964249941
6,443,3592,115,45,3,9.335241093537437,0.12169182477216921,0.8868009808770422,Normal,0.3213628495051915,384.7784518075493
17,53,8667,393,49,46,4.609637838217019,0.4585564690955213,0.1499459824996666,Normal,9.97908981906108,1880.1906839522258
6,53,4553,295,69,31,7.726634798314392,0.4846109958804137,0.18106978116310044,Normal,4.012095407261569,589.2603351374814
6,80,897,67,0,15,4.792771824431915,0.11341402370993861,0.5240346475848597,Normal,3.129712287537422,187.15679479473783
17,443,1640,174,37,29,7.956296285931766,0.1521265832611922,0.1651242350045432,Normal,3.644911565996593,206.12603338739356
17,443,2928,442,17,5,0.8668326015889898,0.4575573952527086,0.6580757735237295,Normal,5.7681197300549,3377.8109139201492
